regulator,account_holder,account_type,account_status,operator_id,permit_id,installation_name,first_year,last_year,recorded_emissions_2021,recorded_emissions_2022,recorded_emissions_2023,recorded_emissions_2024,cumulative_emissions,cumulative_surrenders,surrender_status_2021,surrender_status_2022,surrender_status_2023,surrender_status_2024,nace_code,nace_description,regulated_activity,alloc_entitlement_2025,alloc_delivered_2025,alloc_entitlement_2026,alloc_delivered_2026,cps_scope,cps_scope_rule
EA,Ibstock Brick Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000162,UK-E-IN-11628,Ibstock Brick Ltd - Lodge Lane,2021,,12433.0,10272.0,7540.0,7200.0,37445,39004,A,A,A,A,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,5594,5594,0,0,CPS_NOT_APPLICABLE,R7_process_activity
EA,Ibstock Brick Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000163,UK-E-IN-11624,Ibstock Brick Ltd - Dorket Head,2021,,33294.0,32800.0,31320.0,24809.0,122223,122223,A,A,A,A,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,19174,19174,19174,19174,CPS_NOT_APPLICABLE,R7_process_activity
EA,Holmen Iggesund Paperboard Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000164,UK-E-IN-11390,Holmen Iggesund Paperboard Limited,2021,,40906.0,7456.0,6344.0,7885.0,62591,62591,A,A,A,A,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,43379,43379,43379,43379,CPS_NOT_APPLICABLE,R7_process_activity
EA,Imerys Minerals Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000165,UK-E-IN-11683,Herreschoff Kiln No.3,2021,,8622.0,8614.0,6414.0,7372.0,31022,31022,A,A,A,A,812,Operation of gravel and sand pits; mining of clays and kaolin,MANUFACTURE_OF_CERAMICS,5180,5180,5180,5180,CPS_NOT_APPLICABLE,R7_process_activity
EA,Imerys Minerals Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000166,UK-E-IN-11685,Parkandillick china clay calcining plant,2021,,8345.0,8700.0,6554.0,6926.0,30525,30525,A,A,A,A,812,Operation of gravel and sand pits; mining of clays and kaolin,MANUFACTURE_OF_CERAMICS,5059,5059,5059,5059,CPS_NOT_APPLICABLE,R7_process_activity
EA,Imerys Minerals Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000167,UK-E-IN-11684,Gas Turbines,2021,2024,26525.0,22539.0,14465.0,6025.0,69554,69554,A,A,A,A,812,Operation of gravel and sand pits; mining of clays and kaolin,COMBUSTION_OF_FUELS,0,0,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Immingham Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000168,UK-E-IN-13561,Immingham Power Station,2021,,7024.0,9116.0,1772.0,868.0,18780,18780,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,"Imperial College of Science, Technology and Medicine",OPERATOR_HOLDING_ACCOUNT,OPEN,1000169,UK-E-IN-13255,Imperial College London SK CHP,2021,,37860.0,36146.0,19232.0,17284.0,110522,110522,A,A,A,A,8542,Tertiary education,COMBUSTION_OF_FUELS,1956,2682,2411,2411,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Imperium Centre Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000170,UK-E-IN-13426,Imperium Centre Ltd,2021,,375.0,383.0,267.0,330.0,1355,1356,B,A,A,A,6311,"Data processing, hosting and related activities",COMBUSTION_OF_FUELS,0,0,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Indian Queens Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000171,UK-E-IN-11371,Indian Queens Power Ltd,2021,,3159.0,6983.0,1100.0,338.0,11580,11583,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,BRING ENERGY LIMITED,OPERATOR_HOLDING_ACCOUNT,OPEN,1000172,UK-E-IN-15145,Humber Energy,2021,,88254.0,86119.0,81927.0,94423.0,350723,350723,A,A,A,A,3530,Steam and air conditioning supply,COMBUSTION_OF_FUELS,28092,28092,38725,38725,CPS_CHP_FLAG,R4_chp_nace3530_combustion
EA,Industrial Energy Services Limited,OPERATOR_HOLDING_ACCOUNT,CLOSED,1000173,UK-E-IN-11921,ELYO CHP Plant at Kellogg,2021,2022,24348.0,13758.0,,,38106,38106,A,A,,,3530,Steam and air conditioning supply,COMBUSTION_OF_FUELS,0,0,0,0,CPS_CHP_FLAG,R4_chp_nace3530_combustion
EA,Industrial Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000174,UK-E-IN-13546,CHP WT,2025,,,,,,0,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,,COMBUSTION_OF_FUELS,0,0,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,INEOS Manufacturing (Hull) Ltd,OPERATOR_HOLDING_ACCOUNT,OPEN,1000175,UK-E-IN-12726,ETAC Plant,2021,,5854.0,3979.0,4338.0,5044.0,19215,19215,A,A,A,A,2014,Manufacture of other organic basic chemicals,PRODUCTION_OF_BULK_CHEMICALS,58019,58019,58019,58019,CPS_NOT_APPLICABLE,R7_process_activity
EA,INEOS Nitriles (UK) Limited,OPERATOR_HOLDING_ACCOUNT,CLOSED,1000176,UK-E-IN-11985,INEOS Nitriles (UK) Ltd - Seal Sands,2021,2021,5031.0,,,,5031,5031,A,,,,2014,Manufacture of other organic basic chemicals,PRODUCTION_OF_BULK_CHEMICALS,0,0,0,0,CPS_NOT_APPLICABLE,R7_process_activity
EA,Ingevity UK Ltd,OPERATOR_HOLDING_ACCOUNT,OPEN,1000177,UK-E-IN-12599,Ingevity UK Ltd,2021,,33.0,30.0,25.0,28.0,116,116,A,A,A,A,2014,Manufacture of other organic basic chemicals,PRODUCTION_OF_BULK_CHEMICALS,23866,23866,23866,23866,CPS_NOT_APPLICABLE,R7_process_activity
EA,Innospec Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000178,UK-E-IN-11696,Ellesmere Port Innospec Ltd.,2021,,10016.0,11134.0,13782.0,22459.0,57391,57391,A,A,A,A,2059,Manufacture of other chemical products n.e.c.,COMBUSTION_OF_FUELS,2880,2880,2880,2880,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Innovia Films Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000179,UK-E-IN-11416,Wigton Boiler Plant,2021,,75851.0,78844.0,65396.0,75789.0,295880,295880,A,A,A,A,2221,"Manufacture of plastic plates, sheets, tubes and profiles",COMBUSTION_OF_FUELS,7269,7895,9095,9095,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,INOVYN ChlorVinyls Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000180,UK-E-IN-11553,Runcorn Halochemicals Manufacturing Installation,2021,,21895.0,18571.0,17107.0,11902.0,69475,69475,A,A,A,A,2014,Manufacture of other organic basic chemicals,COMBUSTION_OF_FUELS,11278,11278,11278,11278,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,INOVYN ChlorVinyls Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000181,UK-E-IN-13028,INOVYN Chlorvinyls Newton Aycliffe,2021,,60701.0,47166.0,42466.0,44946.0,195279,195279,A,A,A,A,2016,Manufacture of plastics in primary forms,PRODUCTION_OF_BULK_CHEMICALS,10564,10564,10564,10564,CPS_NOT_APPLICABLE,R7_process_activity
EA,Interconnector Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000182,UK-E-IN-11578,Interconnector Bacton Terminal,2021,,30330.0,249687.0,150266.0,64695.0,494978,494978,A,A,A,A,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,21551,21551,21551,21551,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Irwell Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000183,UK-E-IN-13559,Irwell Power Station,2021,,4640.0,5824.0,2599.0,1255.0,14318,14318,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,J G Pears (Newark) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000184,UK-E-IN-13585,J G Pears (Newark) Limited,2021,,6449.0,8632.0,5850.0,4191.0,25122,25122,A,A,A,A,1041,Manufacture of oils and fats,COMBUSTION_OF_FUELS,1495,1495,1495,1495,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Jacobs Douwe Egberts OPS GB Ltd,OPERATOR_HOLDING_ACCOUNT,OPEN,1000185,UK-E-IN-13303,Jacobs Douwe Egberts - UK Coffee,2021,2024,48198.0,44908.0,44292.0,2247.0,139645,139645,A,A,A,A,1083,Processing of tea and coffee,COMBUSTION_OF_FUELS,0,0,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Jaguar Land Rover Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000186,UK-E-IN-12787,Jaguar Land Rover Limited Solihull,2021,,61261.0,59544.0,53973.0,57377.0,232155,232155,A,A,A,A,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,11206,11206,11206,11206,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Jaguar Land Rover Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000187,UK-E-IN-11679,Jaguar Land Rover – Castle Bromwich,2021,,11502.0,9145.0,8749.0,7791.0,37187,37187,A,A,A,A,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,1528,1700,1528,1528,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Jaguar Land Rover Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000188,UK-E-IN-11960,Jaguar Land Rover Halewood,2021,,25849.0,21273.0,21754.0,25268.0,94144,94144,A,A,A,A,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,4440,4440,4440,4440,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,James Cropper Public Limited Company,OPERATOR_HOLDING_ACCOUNT,OPEN,1000189,UK-E-IN-11662,James Cropper PLC,2021,,35228.0,34047.0,26039.0,23595.0,118909,118909,A,A,A,A,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,7582,8448,7582,7582,CPS_NOT_APPLICABLE,R7_process_activity
EA,Johnson Matthey Plc,OPERATOR_HOLDING_ACCOUNT,CLOSED,1000190,UK-E-IN-11640,Johnson Matthey Plc,2021,2023,16477.0,14389.0,10626.0,,41492,41492,A,A,A,,2013,Manufacture of other inorganic basic chemicals,COMBUSTION_OF_FUELS,0,0,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Keadby Generation Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000191,UK-E-IN-11654,Keadby Power Station,2021,,463116.0,1192795.0,1348615.0,1615532.0,4620058,4620058,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Keekle Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000192,UK-E-IN-13660,Rownhams Generation Station,2021,,11671.0,14379.0,4273.0,2003.0,32326,32326,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Kellogg Company of Great Britain Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000193,UK-E-IN-11588,Kellogg Company - Manchester,2021,,10648.0,14691.0,20043.0,18983.0,64365,64365,A,A,A,A,1061,Manufacture of grain mill products,COMBUSTION_OF_FUELS,4953,4953,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Kemira Chemicals (UK) Ltd,OPERATOR_HOLDING_ACCOUNT,OPEN,1000194,UK-E-IN-13041,Kemira Chemicals (UK) Ltd,2021,,22093.0,19519.0,16758.0,17568.0,75938,75938,A,A,A,A,2016,Manufacture of plastics in primary forms,COMBUSTION_OF_FUELS,10860,10860,10860,10860,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Kiln Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000195,UK-E-IN-13558,Kiln Power Station,2021,,10298.0,10377.0,6830.0,4184.0,31689,31689,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Kimberly - Clark Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000196,UK-E-IN-11467,NORTHFLEET MILL,2021,,22901.0,15634.0,16113.0,14657.0,69305,69305,A,A,A,A,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,9196,9196,9196,9196,CPS_NOT_APPLICABLE,R7_process_activity
EA,Kimberly - Clark Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000197,UK-E-IN-11601,Barrow Mill,2021,,36301.0,37055.0,35658.0,36705.0,145719,145719,A,A,A,A,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,25095,25095,25095,25095,CPS_NOT_APPLICABLE,R7_process_activity
EA,Knauf (UK) GmbH,OPERATOR_HOLDING_ACCOUNT,OPEN,1000198,UK-E-IN-11888,Knauf Immingham,2021,,52799.0,49335.0,47825.0,39345.0,189304,189304,A,A,A,A,2362,Manufacture of plaster products for construction purposes,PRODUCTION_OR_PROCESSING_OF_GYPSUM_OR_PLASTERBOARD,11864,11864,11864,11864,CPS_NOT_APPLICABLE,R7_process_activity
EA,Knauf (UK) GmbH,OPERATOR_HOLDING_ACCOUNT,OPEN,1000199,UK-E-IN-11886,Knauf Drywall Sittingbourne,2021,,53815.0,49501.0,44011.0,42473.0,189800,189800,A,A,A,A,2362,Manufacture of plaster products for construction purposes,PRODUCTION_OR_PROCESSING_OF_GYPSUM_OR_PLASTERBOARD,12335,12335,12335,12335,CPS_NOT_APPLICABLE,R7_process_activity
EA,Knauf Insulation Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000200,UK-E-IN-11379,Ravenhead Insulation Works,2021,,32609.0,30829.0,29887.0,20155.0,113480,113480,A,A,A,A,2314,Manufacture of glass fibres,MANUFACTURE_OF_MINERAL_WOOL,22483,22483,22483,22483,CPS_NOT_APPLICABLE,R7_process_activity
EA,KP Snacks Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000201,UK-E-IN-12921,KP Teesside,2021,,13106.0,16486.0,17432.0,17885.0,64909,64909,A,A,A,A,1031,Processing and preserving of potatoes,COMBUSTION_OF_FUELS,2796,2796,2796,2796,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Lafarge Cauldon Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000202,UK-E-IN-13283,Cauldon Cement,2021,,568252.0,538142.0,483394.0,369701.0,1959489,1959489,A,A,A,A,2351,Manufacture of cement,PRODUCTION_OF_CEMENT_CLINKER,366682,366682,366682,366682,CPS_NOT_APPLICABLE,R7_process_activity
EA,Lamb-Weston/Meijer UK Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000203,UK-E-IN-11900,Lamb Weston/Meijer UK Limited,2021,,21454.0,20232.0,19620.0,19145.0,80451,80451,A,A,A,A,1031,Processing and preserving of potatoes,COMBUSTION_OF_FUELS,15663,15663,15663,15663,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Lavant Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000204,UK-E-IN-13638,Lavant Power,2021,,12443.0,13895.0,3535.0,2732.0,32605,32605,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Leicester District Energy Company Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000205,UK-E-IN-12597,Leicester District Energy Company Limited,2021,,19032.0,15424.0,17511.0,15893.0,67860,67860,A,A,A,A,3530,Steam and air conditioning supply,COMBUSTION_OF_FUELS,1895,1895,2265,2265,CPS_CHP_FLAG,R4_chp_nace3530_combustion
EA,Lhoist UK Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000206,UK-E-IN-11508,Lhoist UK Limited,2021,,188977.0,184497.0,172078.0,173369.0,718921,718921,A,A,A,A,2352,Manufacture of lime and plaster,PRODUCTION_OF_LIME_OR_CALCINATION_OF_DOLOMITE_MAGNESITE,150546,150546,150546,150546,CPS_NOT_APPLICABLE,R7_process_activity
EA,Liberty Merchant Bar plc,OPERATOR_HOLDING_ACCOUNT,OPEN,1000207,UK-E-IN-12653,Liberty Merchant Bar plc,2021,,10909.0,1946.0,1.0,0.0,12856,12856,A,A,A,A,2410,Manufacture of basic iron and steel and of ferro-alloys ,PRODUCTION_OR_PROCESSING_OF_FERROUS_METALS,0,617,0,0,CPS_NOT_APPLICABLE,R7_process_activity
EA,Loddon Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000208,UK-E-IN-13554,Loddon Power Station,2021,,4184.0,5877.0,2766.0,1556.0,14383,14383,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,London Underground Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000209,UK-E-IN-12927,Greenwich Generating Station,2021,,3296.0,3119.0,1600.0,681.0,8696,8699,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Loughborough University,OPERATOR_HOLDING_ACCOUNT,OPEN,1000210,UK-E-IN-11799,Loughborough University,2021,,18886.0,14825.0,15874.0,15690.0,65275,65285,A,A,A,A,8542,Tertiary education,COMBUSTION_OF_FUELS,2437,2437,2437,2437,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Lucozade Ribena Suntory Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000211,UK-E-IN-13021,LRS Coleford,2021,,27526.0,29627.0,28500.0,27497.0,113150,113150,A,A,A,A,1107,Manufacture of soft drinks; production of mineral waters and other bottled waters,COMBUSTION_OF_FUELS,2880,2880,2880,2880,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Lynemouth Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000212,UK-E-IN-12774,Lynemouth Power Station,2021,,8646.0,7588.0,9325.0,3991.0,29550,29550,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Manchester Airport plc,OPERATOR_HOLDING_ACCOUNT,OPEN,1000213,UK-E-IN-11829,Manchester Airport,2021,,8188.0,7444.0,7844.0,7879.0,31355,31355,A,A,A,A,5110,Passenger air transport,COMBUSTION_OF_FUELS,1261,1261,1261,1261,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Manchester Heat Network Tradeco Ltd,OPERATOR_HOLDING_ACCOUNT,OPEN,1000214,UK-E-IN-13804,CQHN,2021,2023,1277.0,7792.0,7858.0,,16927,16927,A,A,A,,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Marchwood Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000215,UK-E-IN-11930,Marchwood Power Station,2021,,1888355.0,1914801.0,1046125.0,1753861.0,6603142,6603142,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Marden Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000216,UK-E-IN-13557,Marden Power Station,2021,,5140.0,8556.0,3507.0,1114.0,18317,18317,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Mars Petcare UK,OPERATOR_HOLDING_ACCOUNT,OPEN,1000217,UK-E-IN-11987,Petfood Manufacturing,2021,,10604.0,10026.0,8402.0,8377.0,37409,37409,A,A,A,A,1092,Manufacture of prepared pet foods,COMBUSTION_OF_FUELS,1950,1950,1950,1950,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,McCain Foods (G.B.) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000218,UK-E-IN-11764,McCain - Wombourne,2021,,9895.0,9667.0,8566.0,11028.0,39156,39156,A,A,A,A,1031,Processing and preserving of potatoes,COMBUSTION_OF_FUELS,6659,6659,6659,6659,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,McCain Foods (G.B.) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000219,UK-E-IN-11739,McCain - Whittlesey,2021,,32333.0,32473.0,31696.0,33401.0,129903,129903,A,A,A,A,1031,Processing and preserving of potatoes,COMBUSTION_OF_FUELS,20625,20625,56193,56193,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,McCain Foods (G.B.) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000220,UK-E-IN-11740,McCain - Scarborough,2021,,34639.0,35942.0,44695.0,36707.0,151983,151983,A,A,A,A,1031,Processing and preserving of potatoes,COMBUSTION_OF_FUELS,22709,23245,22709,22709,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Medway Power Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000221,UK-E-IN-11655,Medway Power Station,2021,,299774.0,645232.0,502511.0,226553.0,1674070,1674070,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Mercia Power Response (Asher Lane 2) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000222,UK-E-IN-13621,Asher Lane 2,2021,,4823.0,16102.0,6564.0,1129.0,28618,28618,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Mercia Power Response (Private Road No.5) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000223,UK-E-IN-13622,Private Road No.5,2021,,5235.0,15745.0,7531.0,1738.0,30249,30249,A,A,A,A,3511,Production of electricity,COMBUSTION_OF_FUELS,0,0,0,0,CPS_COVERED,R5_electricity_combustion
EA,Midland Quarry Products Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000224,UK-E-IN-12656,Cliffe Hill Asphalt,2021,,9249.0,8837.0,7745.0,7879.0,33710,33710,A,A,A,A,2399,Manufacture of other non-metallic mineral products n.e.c.,COMBUSTION_OF_FUELS,4246,4246,4246,4246,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Ministry of Defence,OPERATOR_HOLDING_ACCOUNT,OPEN,1000225,UK-E-IN-11585,Royal Air Force Brize Norton,2021,,11350.0,9242.0,9877.0,9977.0,40446,40446,A,A,A,A,8422,Defence activities ,COMBUSTION_OF_FUELS,1743,1743,1743,1743,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Mitsubishi Chemical UK Limited,OPERATOR_HOLDING_ACCOUNT,CLOSED,1000226,UK-E-IN-12606,Lucite International - Billingham,2021,2022,182333.0,6181.0,,,188514,188514,A,A,,,2014,Manufacture of other organic basic chemicals,PRODUCTION_OF_BULK_CHEMICALS,0,0,0,0,CPS_NOT_APPLICABLE,R7_process_activity
EA,MOD Donnington,OPERATOR_HOLDING_ACCOUNT,OPEN,1000227,UK-E-IN-11868,Ministry of Defence Donnington,2021,,10128.0,8163.0,8356.0,9909.0,36556,36556,A,A,A,A,8422,Defence activities ,COMBUSTION_OF_FUELS,1865,1865,1865,1865,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Molson Coors Brewing Company (UK) Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000228,UK-E-IN-11400,"MCBC (UK) Ltd., Burton Brewery",2021,,17433.0,17501.0,18156.0,18114.0,71204,71204,A,A,A,A,1105,Manufacture of beer,COMBUSTION_OF_FUELS,3079,3079,3079,3079,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Mondelez UK Confectionery Production Limited,OPERATOR_HOLDING_ACCOUNT,OPEN,1000229,UK-E-IN-12053,Bournville Site,2021,2023,9476.0,8172.0,3411.0,,21059,21059,A,A,A,,1082,"Manufacture of cocoa, chocolate and sugar confectionery",COMBUSTION_OF_FUELS,0,0,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Muller UK & Ireland Group LLP,OPERATOR_HOLDING_ACCOUNT,OPEN,1000230,UK-E-IN-13373,Muller UK & Ireland Group LLP Severnside,2021,,19814.0,20990.0,19704.0,20983.0,81491,81491,A,A,A,A,1051,Operation of dairies and cheese making,COMBUSTION_OF_FUELS,8032,8032,8032,8032,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Muller UK & Ireland Group LLP,OPERATOR_HOLDING_ACCOUNT,OPEN,1000231,UK-E-IN-13739,Muller Dairy Market Drayton,2021,,24191.0,23443.0,25392.0,25447.0,98473,98473,A,A,A,A,1051,Operation of dairies and cheese making,COMBUSTION_OF_FUELS,1764,1764,1934,1934,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,Muntons plc,OPERATOR_HOLDING_ACCOUNT,OPEN,1000232,UK-E-IN-11608,Muntons plc - Cedar Maltings,2021,,16257.0,15521.0,8332.0,7799.0,47909,47909,A,A,A,A,1106,Manufacture of malt,COMBUSTION_OF_FUELS,7383,7383,7383,7383,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,National Gas Transmission Plc,OPERATOR_HOLDING_ACCOUNT,OPEN,1000233,UK-E-IN-11422,Cambridge Compressor Station,2021,,5373.0,657.0,3721.0,250.0,10001,10001,A,A,A,A,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,471,471,471,471,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,National Gas Transmission Plc,OPERATOR_HOLDING_ACCOUNT,OPEN,1000234,UK-E-IN-11424,Hatton Compressor Station,2021,,34924.0,2864.0,3370.0,335.0,41493,41493,A,A,A,A,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,689,689,689,689,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,National Gas Transmission Plc,OPERATOR_HOLDING_ACCOUNT,CLOSED,1000235,UK-E-IN-11445,Warrington Compressor Station,2021,2021,0.0,,,,0,0,A,,,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,0,0,0,0,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,National Gas Transmission Plc,OPERATOR_HOLDING_ACCOUNT,OPEN,1000236,UK-E-IN-11423,Diss Compressor Station,2021,,6591.0,164.0,147.0,247.0,7149,7149,A,A,A,A,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,8,8,8,8,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,National Gas Transmission Plc,OPERATOR_HOLDING_ACCOUNT,OPEN,1000237,UK-E-IN-11425,Huntingdon Compressor Station,2021,,13118.0,6166.0,4300.0,5531.0,29115,29115,A,A,A,A,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,1099,1099,1099,1099,CPS_NOT_APPLICABLE,R6_industrial_combustion
EA,National Gas Transmission Plc,OPERATOR_HOLDING_ACCOUNT,OPEN,1000238,UK-E-IN-11426,Churchover Compressor Station,2021,,4288.0,13223.0,2693.0,178.0,20382,20382,A,A,A,A,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,296,296,296,296,CPS_NOT_APPLICABLE,R6_industrial_combustion
